YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
1999 10 31 14 200  8.4  9.8  1.02  5.00  4.29 999 1020.1  11.4  10.2  10.1 99.0
1999 10 31 15 203  6.2  7.4  1.03  5.26  4.27 999 1019.0  11.3  10.2  10.1 99.0
1999 10 31 16 200  5.6  6.4  0.99  5.26  4.39 999 1018.1  11.8  10.2   9.8 99.0
1999 10 31 17 198  6.5  7.5  1.01  5.00  4.41 999 1016.3  11.9  10.2   9.8 99.0
1999 10 31 18 211  5.8  6.6  0.95  5.26  4.39 999 1015.2  12.1  10.2  10.0 99.0
1999 10 31 19 196  8.0  8.9  0.97  5.56  4.37 999 1013.5  12.4  10.3  10.3 99.0
1999 10 31 20 191  7.3  8.5  0.97  5.26  4.34 999 1012.7  12.9  10.3  10.3 99.0
1999 10 31 21 209  7.4  8.1  1.00  5.26  4.38 999 1012.6  12.8  10.5  10.3 99.0
1999 10 31 22 204  6.0  6.9  0.95  5.56  4.51 999 1012.7  12.7  10.5  10.3 99.0
1999 10 31 23 208  4.7  5.2  0.85  5.26  4.40 999 1012.8  12.6  10.5  10.0 99.0
1999 11 01 00 242  5.6  6.7  0.90  5.26  4.49 999 1013.1  14.2  10.5  10.0 99.0
1999 11 01 01 247  6.6  8.1  0.95  5.26  4.85 999 1013.3  15.2  10.5   9.4 99.0
1999 11 01 02 232  5.8  6.7  0.90  5.88  4.80 999 1014.1  14.5  10.5   9.3 99.0
1999 11 01 03 256  6.8  7.6  0.92  5.88  4.80 999 1014.3  14.1  10.3   8.9 99.0
1999 11 01 04 282  5.2  8.3  0.90  5.56  4.78 999 1015.0  12.9  10.3   9.0 99.0
1999 11 01 05 323  7.0  7.9  0.77  5.88  4.86 999 1016.4  13.6  10.3   7.2 99.0
1999 11 01 06 326  6.6  8.0  0.85  5.56  4.13 999 1017.9  12.6  10.3   4.9 99.0
1999 11 01 07 345  6.0  7.3  0.72  5.56  4.29 999 1019.0  11.7  10.3   5.2 99.0
1999 11 01 08  11  2.3  3.0  0.59  5.56  4.42 999 1019.5  11.1  10.3   5.5 99.0
1999 11 01 09 332  2.9  4.2  0.48  5.56  4.87 999 1019.8  11.3  10.2   3.6 99.0
1999 11 01 10 310  2.3  2.8  0.50  5.26  5.05 999 1020.3  10.5  10.2   4.1 99.0
1999 11 01 11 255  2.6  3.4  0.44  4.76  4.99 999 1020.4   9.8  10.2   5.5 99.0
1999 11 01 12 280  1.8  2.2  0.40  5.00  5.15 999 1021.7   9.4  10.2   4.5 99.0
1999 11 01 13 256  2.7  3.1  0.39  5.56  5.37 999 1022.1   9.8  10.2   4.7 99.0
1999 11 01 14 253  1.5  1.9  0.39  9.09  5.10 999 1022.1  10.2  10.3   4.7 99.0
1999 11 01 15 234  4.1  4.7  0.37  9.09  5.54 999 1021.9  10.2  10.5   4.2 99.0
1999 11 01 16 222  3.0  3.3  0.37  8.33  5.79 999 1021.8  10.5  10.6   5.1 99.0
1999 11 01 17 193  2.8  3.4  0.38  9.09  6.14 999 1021.1  11.2  10.6   6.9 99.0
1999 11 01 18 190  4.5  5.1  0.35  7.14  5.80 999 1020.4  11.8  10.9   7.3 99.0
1999 11 01 19 190  4.2  4.6  0.38  8.33  5.97 999 1019.7  12.3  11.0   7.7 99.0
1999 11 01 20 186  7.6  9.3  0.36  7.69  5.53 999 1019.5  12.1  11.0   7.8 99.0
1999 11 01 21 193  7.9  9.2  0.60  2.86  3.37 999 1019.2  11.8  10.9   8.0 99.0
1999 11 01 22 188  6.6  8.0  0.65  3.23  3.48 999 1019.2  11.7  11.0   7.6 99.0
1999 11 01 23 207  6.2  7.3  0.67  3.85  3.81 999 1019.6  11.7  10.9   7.4 99.0
1999 11 02 00 199  5.1  5.9  0.71  4.00  4.03 999 1019.7  11.7  10.9   7.5 99.0
1999 11 02 01 198  5.8  6.8  0.64  4.35  4.14 999 1019.5  11.7  10.9   8.1 99.0
1999 11 02 02 190  7.0  8.2  0.73  4.35  4.06 999 1019.6  11.7  10.9   8.5 99.0
1999 11 02 03 191  7.8  9.3  0.83  4.35  4.06 999 1019.4  11.7  10.6   8.3 99.0
1999 11 02 04 196  8.1  9.5  0.93  4.55  4.05 999 1019.4  11.6  10.6   8.4 99.0
1999 11 02 05 197  7.6  9.0  0.99  4.76  4.12 999 1019.7  11.3  10.6   8.8 99.0
1999 11 02 06 197  7.9  9.8  1.07  4.76  4.06 999 1019.6  11.0  10.9   8.7 99.0
1999 11 02 07 195  7.9  9.1  1.06  5.00  4.14 999 1019.2  11.0  10.9   8.7 99.0
1999 11 02 08 197  5.8  7.1  0.98  4.76  4.08 999 1018.8  10.9  10.6   9.1 99.0
1999 11 02 09 202  6.1  7.1  0.84  4.76  4.22 999 1019.0  10.9  10.5   9.5 99.0
1999 11 02 10 188  4.8  5.8  0.84  4.76  4.28 999 1018.9  10.9  10.5   9.8 99.0
1999 11 02 11 197  5.8  6.7  0.84  5.00  4.28 999 1018.9  11.0  10.5  10.0 99.0
1999 11 02 12 207  2.7  3.0  0.71  4.76  4.22 999 1019.0  11.0  10.5  10.0 99.0
1999 11 02 13 176  5.1  6.2  0.69  4.76  4.35 999 1019.0  11.3  10.5  10.1 99.0
1999 11 02 14 157  5.5  6.4  0.71  4.55  4.04 999 1019.0  11.8  10.5  10.0 99.0
1999 11 02 15 155  5.2  5.9  0.72  4.35  4.15 999 1018.7  11.8  10.6  10.1 99.0
1999 11 02 16 152  4.6  5.3  0.67  4.35  4.16 999 1018.0  12.1  10.6  10.2 99.0
1999 11 02 17 151  4.0  4.7  0.65  4.55  4.16 999 1017.1  12.1  10.6   9.9 99.0
1999 11 02 18 118  5.5  6.2  0.62  4.35  4.06 999 1015.9  12.1  10.6  10.2 99.0
1999 11 02 19 110  4.9  5.9  0.65  4.35  3.91 999 1015.0  11.9  10.6  10.5 99.0
1999 11 02 20 135  4.1  4.9  0.70  4.17  4.02 999 1014.3  12.1  10.6  10.8 99.0
1999 11 02 21 138  9.7 11.3  0.85  4.17  3.74 999 1012.9  12.9  10.6  11.1 99.0
1999 11 02 22 136  9.7 11.6  1.11  4.17  3.98 999 1012.6  12.9  10.5  11.2 99.0
1999 11 02 23 137 10.5 13.0  1.31  4.55  4.21 999 1011.8  13.3  10.5  11.6 99.0
1999 11 03 00 138 11.1 13.4  1.52  5.00  4.43 999 1010.6  13.4  10.5  11.6 99.0
1999 11 03 01 136 12.0 13.6  1.96  5.88  4.89 999 1009.8  13.7  10.6  12.0 99.0
1999 11 03 02 137 11.8 13.9  2.14  5.88  5.14 999 1008.8  14.1  10.6  12.3 99.0
1999 11 03 03 133 13.0 15.5  2.38  6.25  5.37 999 1007.4  14.2  10.6  12.3 99.0
1999 11 03 04 136 12.1 15.3  2.67  7.14  5.67 999 1006.5  14.2  10.6  12.5 99.0
1999 11 03 05 135 12.2 14.4  2.66  7.14  5.74 999 1005.7  14.1  10.6  12.6 99.0
1999 11 03 06 136 12.5 15.8  2.97  7.69  5.99 999 1004.9  14.2  10.6  12.7 99.0
1999 11 03 07 134 13.3 16.0  3.02  8.33  6.08 999 1003.8  14.4  10.6  13.2 99.0
1999 11 03 08 136 14.1 17.8  3.31  8.33  6.31 999 1002.3  14.4  10.6  13.3 99.0
1999 11 03 09 136 14.5 18.1  3.46  8.33  6.23 999 1001.4  14.8  10.9  13.6 99.0
1999 11 03 10 140 14.8 18.7  3.69  8.33  6.50 999 1000.6  14.7  10.9  13.6 99.0
1999 11 03 11 140 14.5 17.2  3.87  9.09  6.74 999  999.7  14.8  11.0  13.8 99.0
1999 11 03 12 143 13.8 18.7  3.27  9.09  6.40 999  999.2  14.6  11.0  13.6 99.0
1999 11 03 13 175 13.0 19.0  3.26  8.33  6.29 999  999.2  15.3  10.9  13.7 99.0
1999 11 03 14 154 13.9 17.1  3.32  9.09  6.43 999  998.2  14.2  10.9  13.3 99.0
1999 11 03 15 164 11.2 13.4  3.34  9.09  6.68 999  998.7  13.4  10.9  12.7 99.0
1999 11 03 16 165  9.8 11.7  3.37 10.00  6.89 999  998.0  13.3  10.9  12.6 99.0
1999 11 03 17 161  8.7 10.7  3.11  9.09  6.85 999  997.6  12.6  10.6  12.0 99.0
1999 11 03 18 154 10.7 12.6  2.98 10.00  6.66 999  996.9  12.8  10.6  12.2 99.0
1999 11 03 19 160 10.7 13.0  3.04 10.00  6.66 999  996.0  12.8  10.6  11.8 99.0
1999 11 03 20 168 11.6 13.8  3.06 10.00  6.45 999  996.2  12.9  10.9   9.9 99.0
1999 11 03 21 176 12.7 15.4  2.84 10.00  6.22 999  996.1  12.5  10.9   9.0 99.0
1999 11 03 22 195  9.9 11.9  2.86 10.00  6.11 999  997.0  12.5  10.9   7.6 99.0
1999 11 03 23 223 12.8 15.5  2.65  9.09  6.19 999  998.4  12.5  10.9   4.2 99.0
1999 11 04 00 225 10.6 12.6  2.44 11.11  6.23 999 1000.3  11.7  10.6   3.2 99.0
1999 11 04 01 237 11.7 14.8  2.81 10.00  6.37 999 1002.3  11.0  10.6   1.4 99.0
1999 11 04 02 236  9.8 11.8  2.41 10.00  6.24 999 1003.6  10.3  10.6   2.0 99.0
1999 11 04 03 231 11.0 12.9  2.53 11.11  6.66 999 1004.5   9.5  10.6   1.5 99.0
1999 11 04 04 227 10.9 13.7  2.66 10.00  6.93 999 1005.3   9.0  10.5   0.7 99.0
1999 11 04 05 227 10.7 13.6  2.73 11.11  6.78 999 1005.9   8.7  10.5   1.0 99.0
1999 11 04 06 228 11.3 13.4  2.60 11.11  6.68 999 1006.8   8.3  10.5   0.6 99.0
1999 11 04 07 233 11.2 14.3  2.48 12.50  6.31 999 1007.7   7.8  10.5  -0.2 99.0
1999 11 04 08 232 12.3 14.8  2.49 10.00  6.39 999 1007.8   7.3  10.3   0.2 99.0
1999 11 04 09 223 12.3 14.4  2.38 12.50  6.34 999 1007.9   7.1  10.2   0.9 99.0
1999 11 04 10 225 13.6 16.4  2.41 12.50  5.93 999 1008.3   6.6  10.2  -1.1 99.0
1999 11 04 11 218 14.3 17.5  2.35 12.50  5.74 999 1008.7   6.2  10.2  -0.6 99.0
1999 11 04 12 224 13.6 16.8  2.36 12.50  5.67 999 1009.5   6.0  10.2  -0.6 99.0
1999 11 04 13 222 12.8 15.4  2.39 12.50  5.80 999 1010.7   5.9  10.2  -0.6 99.0
1999 11 04 14 225 13.0 15.4  2.38 11.11  5.65 999 1011.0   6.3  10.2  -0.5 99.0
1999 11 04 15 232 11.7 14.6  2.31 11.11  5.93 999 1011.6   7.0  10.2   0.0 99.0
1999 11 04 16 246 11.1 14.9  2.21 11.11  6.12 999 1012.1   7.9  10.2  -0.7 99.0
1999 11 04 17 253 10.8 13.6  2.23 11.11  6.17 999 1012.5   8.3  10.2  -0.1 99.0
1999 11 04 18 249 10.7 13.9  2.12 11.11  6.02 999 1012.7   8.6   9.9  -0.4 99.0
1999 11 04 19 249 11.1 14.7  1.99 10.00  5.83 999 1013.0   9.0   9.8  -0.2 99.0
1999 11 04 20 260 10.8 13.6  1.61 11.11  5.15 999 1013.8   9.0   9.8  -1.5 99.0
1999 11 04 21 258 10.9 14.3  1.61 10.00  5.10 999 1014.4   9.0   9.5  -3.1 99.0
1999 11 04 22 251 11.5 14.5  1.47 11.11  4.89 999 1015.4   8.7   9.5  -1.2 99.0
1999 11 04 23 252 10.6 13.0  1.27 11.11  4.70 999 1016.8   8.3   9.7  -1.9 99.0
1999 11 05 00 247 11.8 14.6  1.09 10.00  4.64 999 1016.9   7.9   9.8  -1.1 99.0
1999 11 05 01 245 11.5 14.0  1.17 10.00  4.64 999 1017.2   7.5   9.8  -1.5 99.0
1999 11 05 02 235 11.1 13.1  1.15 10.00  4.39 999 1018.2   7.2   9.8  -1.3 99.0
1999 11 05 03 246 10.5 13.1  1.11 10.00  4.24 999 1019.2   7.0   9.7  -0.5 99.0
1999 11 05 04 232 10.6 12.4  1.14  5.00  4.27 999 1019.6   6.7   9.7  -2.0 99.0
1999 11 05 05 232 11.5 13.2  1.21  9.09  4.56 999 1019.6   6.6   9.5  -1.9 99.0
1999 11 05 06 244  9.0 10.3  1.17  9.09  4.57 999 1020.5   6.3   9.5  -0.4 99.0
1999 11 05 07 241  8.1 10.6  1.09  9.09  4.59 999 1021.1   5.9   9.5  -1.1 99.0
1999 11 05 08 247  9.0 10.7  1.05  9.09  4.54 999 1021.0   5.6   9.4  -0.8 99.0
1999 11 05 09 241  8.8 10.1  0.89  9.09  4.43 999 1021.2   6.3   9.1   0.6 99.0
1999 11 05 10 242  8.5 10.6  0.94  8.33  4.30 999 1021.9   6.3   9.1  -0.2 99.0
1999 11 05 11 245  9.8 11.3  0.81 11.11  3.95 999 1021.9   6.3   9.4   0.9 99.0
1999 11 05 12 245  6.7  8.0  0.83 11.11  4.37 999 1022.7   5.5   9.4   0.1 99.0
1999 11 05 13 245  8.5 10.9  0.74 11.11  4.35 999 1022.7   6.6   9.4   0.7 99.0
1999 11 05 14 232  8.9 10.4  0.84  5.00  4.06 999 1022.8   7.1   9.5   1.1 99.0
1999 11 05 15 234  7.7  9.0  0.74 11.11  4.16 999 1022.5   8.3   9.4   1.5 99.0
1999 11 05 16 201  6.6  7.6  0.76 11.11  4.14 999 1022.0   8.5   9.5   1.7 99.0
1999 11 05 17 201  8.5 10.2  0.80 11.11  3.93 999 1020.7   8.7   9.5   3.2 99.0
1999 11 05 18 198  7.6  9.1  0.86 10.00  4.14 999 1020.4   9.6   9.5   4.1 99.0
1999 11 05 19 198  7.1  8.4  0.93 10.00  4.29 999 1019.2  10.2   9.5   4.9 99.0
1999 11 05 20 187  5.9  6.9  0.88 10.00  4.37 999 1018.2  10.6   9.5   5.6 99.0
1999 11 05 21 186  6.4  7.7  0.96  4.35  4.21 999 1017.4  11.0   9.4   5.5 99.0
1999 11 05 22 197  7.0  8.2  1.09  5.26  4.51 999 1017.2  11.1   9.5   6.5 99.0
1999 11 05 23 199  7.1  8.7  1.03  5.00  4.40 999 1016.6  10.9   9.4   6.8 99.0
1999 11 06 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 11 06 01 205  9.3 10.6  1.01  5.00  4.22 999 1015.1  11.3   9.1   6.0 99.0
1999 11 06 02 199  9.8 11.6  1.27  5.26  4.40 999 1014.5  11.4   9.4   5.2 99.0
1999 11 06 03 209 10.6 12.2  1.32  5.56  4.45 999 1013.8  11.0   9.4   5.2 99.0
1999 11 06 04 202  8.5  9.6  1.18  5.56  4.44 999 1013.8  11.0   9.4   5.5 99.0
1999 11 06 05 201  9.4 10.8  1.28  6.25  4.64 999 1012.8  11.0   9.4   5.2 99.0
1999 11 06 06 205  8.9 10.0  1.28  6.25  4.75 999 1012.6  11.0   9.4   5.2 99.0
1999 11 06 07 215  7.3  8.6  1.22  5.88  4.85 999 1012.7  10.6   9.4   6.0 99.0
1999 11 06 08 216  7.1  8.2  1.24  5.88  4.86 999 1012.4  10.5   9.2   5.9 99.0
1999 11 06 09 216  7.0  7.9  1.15  5.88  4.80 999 1012.5  10.9   9.1   5.2 99.0
1999 11 06 10 216  7.4  8.3  1.06  5.88  4.71 999 1012.5  10.6   9.1   4.7 99.0
1999 11 06 11 215  8.4  9.5  1.07  5.88  4.55 999 1012.2  10.6   9.0   4.9 99.0
1999 11 06 12 220  7.6  9.0  1.03  5.88  4.58 999 1012.8  10.5   9.0   4.9 99.0
1999 11 06 13 218  7.8  9.6  0.98  5.56  4.38 999 1013.5  10.5   9.0   5.0 99.0
1999 11 06 14 254  7.6  8.7  0.91  5.26  4.65 999 1013.7  11.5   9.0   1.9 99.0
1999 11 06 15 272  7.1 10.0  0.95  5.56  4.52 999 1014.1  12.1   9.1   1.2 99.0
1999 11 06 16 276  4.8  6.5  0.89  5.56  4.36 999 1013.5  11.7   9.1   2.0 99.0
1999 11 06 17 271  4.1  6.6  0.83  5.00  4.43 999 1012.8  11.9   9.4   2.0 99.0
1999 11 06 18 265  7.0  8.3  0.86  5.56  4.66 999 1012.4  11.8   9.1   0.6 99.0
1999 11 06 19 267  7.2  8.8  0.83  5.26  4.63 999 1011.9  12.0   9.1  -0.5 99.0
1999 11 06 20 282  9.9 11.6  0.75  5.00  4.29 999 1011.8  12.5   9.1  -2.3 99.0
1999 11 06 21 293  7.5 10.0  0.65  8.33  4.56 999 1012.3  12.1   9.4  -4.7 99.0
1999 11 06 22 289  5.4  7.4  0.63  5.00  4.75 999 1013.3  11.1   9.4  -2.3 99.0
1999 11 06 23 290  6.1  7.2  0.61  8.33  4.67 999 1013.6  10.5   9.4  -2.3 99.0
1999 11 07 00 296  6.7  7.8  0.54  8.33  4.83 999 1014.1  10.1   9.4  -4.6 99.0
1999 11 07 01 320  4.2  5.5  0.48  9.09  4.83 999 1014.2   9.2   9.1  -4.3 99.0
1999 11 07 02 329  6.7  7.8  0.44  9.09  5.08 999 1014.3   9.0   9.0  -3.0 99.0
1999 11 07 03 329  4.8  5.8  0.37  9.09  5.40 999 1014.8   8.2   9.0  -5.9 99.0
1999 11 07 04 334  5.1  6.5  0.42  8.33  4.41 999 1014.8   7.5   9.0  -4.7 99.0
1999 11 07 05 322  5.5  6.4  0.39 10.00  3.88 999 1014.8   7.0   9.0  -2.5 99.0
1999 11 07 06 319  5.9  6.8  0.38 10.00  3.74 999 1014.2   6.6   9.0  -4.8 99.0
1999 11 07 07 298  4.1  5.1  0.29  9.09  4.40 999 1014.2   6.0   9.0  -5.1 99.0
1999 11 07 08 290  5.6  6.7  0.28  9.09  5.58 999 1013.7   5.8   9.0  -4.0 99.0
1999 11 07 09 293  4.5  5.2  0.29  9.09  5.78 999 1013.7   5.9   9.0  -5.3 99.0
1999 11 07 10 291  6.9  7.8  0.25  9.09  6.22 999 1014.1   5.1   9.0  -4.2 99.0
1999 11 07 11 287  6.5  8.2  0.26  9.09  4.89 999 1013.7   4.6   9.0  -4.2 99.0
1999 11 07 12 303  6.3  7.5  0.30  9.09  5.17 999 1014.3   4.0   9.0  -4.3 99.0
1999 11 07 13 315  6.4  8.6  0.31  9.09  4.01 999 1014.8   4.3   9.0  -4.3 99.0
1999 11 07 14 308  9.1 12.0  0.47  2.94  3.14 999 1014.2   4.4   8.9  -3.6 99.0
1999 11 07 15 312 10.1 13.0  0.63  3.03  3.13 999 1013.8   4.8   9.0  -3.7 99.0
1999 11 07 16 310 10.4 12.7  0.67  2.86  3.10 999 1013.5   5.1   9.0  -4.4 99.0
1999 11 07 17 309  9.9 12.7  0.65  3.03  3.03 999 1013.1   5.5   8.9  -5.2 99.0
1999 11 07 18 315 11.9 14.4  0.64  3.23  3.08 999 1012.7   5.5   9.0  -4.5 99.0
1999 11 07 19 314 12.7 15.3  0.67  3.03  3.07 999 1012.6   5.7   9.0  -4.0 99.0
1999 11 07 20 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 11 07 21 315 12.5 15.9  0.70  3.33  3.22 999 1013.7   5.1   9.0  -5.3 99.0
1999 11 07 22 299 11.9 16.1  0.67  3.03  3.17 999 1014.4   4.8   9.0  -3.9 99.0
1999 11 07 23 301  8.2 10.0  0.53  3.13  3.05 999 1015.1   4.3   9.0  -6.1 99.0
1999 11 08 00 299  7.8  9.4  0.41  2.86  2.95 999 1015.7   4.0   9.0  -5.2 99.0
1999 11 08 01 288  8.0 10.0  0.45  3.03  3.01 999 1015.7   3.5   8.9  -5.8 99.0
1999 11 08 02 300  7.4  9.0  0.48  3.13  3.02 999 1015.8   3.1   8.9  -4.5 99.0
1999 11 08 03 298  9.1 11.5  0.42  2.86  3.02 999 1015.8   3.1   8.9  -4.2 99.0
1999 11 08 04 308  9.9 12.6  0.49  3.13  2.97 999 1015.8   3.2   8.7  -5.1 99.0
1999 11 08 05 313 10.4 12.8  0.60  3.23  3.03 999 1015.7   3.2   8.7  -4.6 99.0
1999 11 08 06 311 11.8 14.3  0.57  3.33  3.05 999 1015.7   3.1   8.7  -4.9 99.0
1999 11 08 07 318 10.4 13.1  0.62  3.13  3.05 999 1016.6   2.8   8.7  -5.3 99.0
1999 11 08 08 315 10.4 14.4  0.56  3.13  3.03 999 1016.7   2.5   8.7  -6.0 99.0
1999 11 08 09 325  7.4  9.5  0.41  3.13  3.02 999 1017.4   2.0   8.6  -7.2 99.0
1999 11 08 10 307  8.9 12.6  0.30  2.70  2.86 999 1017.4   1.7   8.6  -6.3 99.0
1999 11 08 11 325  9.8 12.4  0.44  3.23  2.99 999 1018.0   1.7   8.6  -6.7 99.0
1999 11 08 12 325 10.5 13.3  0.55  3.23  3.12 999 1018.4   1.7   8.6  -6.5 99.0
1999 11 08 13 333  8.3 10.6  0.52  3.45  3.14 999 1018.9   1.6   8.6  -8.7 99.0
1999 11 08 14 325  8.6 10.4  0.44  3.13  3.13 999 1018.9   1.5   8.6  -8.1 99.0
1999 11 08 15 312  6.2  7.9  0.41  2.86  3.00 999 1018.9   1.7   8.6  -8.3 99.0
1999 11 08 16 315  8.4 11.5  0.42  2.86  2.93 999 1018.1   2.4   8.6  -8.7 99.0
1999 11 08 17 325  7.2  9.5  0.46  3.13  3.03 999 1018.2   2.8   8.6  -8.5 99.0
1999 11 08 18 304  7.4  9.3  0.45  3.03  2.99 999 1018.1   3.5   8.6  -8.4 99.0
1999 11 08 19 308  7.4 10.4  0.36  2.78  2.89 999 1017.9   3.9   8.6  -6.3 99.0
1999 11 08 20 327  6.2  8.0  0.35  2.63  2.95 999 1018.0   4.0   8.6  -7.2 99.0
1999 11 08 21 324  6.5  8.4  0.28  2.56  2.98 999 1018.4   4.4   8.6  -8.8 99.0
1999 11 08 22 327  6.5  8.2  0.33  2.78  2.89 999 1019.0   4.3   8.6  -7.7 99.0
1999 11 08 23 336  6.2  8.3  0.31  2.63  2.93 999 1019.7   4.0   8.6  -8.1 99.0
1999 11 09 00 353  6.1  7.6  0.26  2.70  2.93 999 1020.3   4.0   8.3  -7.1 99.0
1999 11 09 01 341  6.0  8.0  0.36  2.86  2.94 999 1020.7   3.5   8.7  -7.1 99.0
1999 11 09 02 339  7.0  9.1  0.37  3.03  2.98 999 1021.0   3.2   8.7  -6.8 99.0
1999 11 09 03 360  6.6  8.0  0.49  3.03  3.15 999 1021.2   2.8   8.9  -6.6 99.0
1999 11 09 04 346  6.8  8.9  0.50  3.33  3.19 999 1021.6   2.5   9.0  -7.2 99.0
1999 11 09 05 347  4.6  5.9  0.45  3.23  3.17 999 1022.1   2.2   8.9  -6.7 99.0
1999 11 09 06 308  3.2  4.0  0.43  3.57  3.30 999 1022.0   1.6   8.9  -5.3 99.0
1999 11 09 07 318  3.0  4.2  0.38  3.13  3.33 999 1022.1   1.6   8.7  -4.9 99.0
1999 11 09 08 319  1.8  2.7  0.32  2.70  3.42 999 1022.2   1.6   8.7  -4.6 99.0
1999 11 09 09 354  1.5  3.0  0.31  5.88  3.81 999 1022.6   2.3   8.7  -6.8 99.0
1999 11 09 10 104  1.0  1.9  0.27  5.26  4.01 999 1022.6   2.4   8.7  -5.6 99.0
1999 11 09 11 135  1.6  2.4  0.28  5.26  4.22 999 1022.1   2.8   8.7  -4.7 99.0
1999 11 09 12 163  3.8  5.7  0.27  4.76  4.08 999 1022.2   3.5   8.7  -4.5 99.0
1999 11 09 13 176  4.4  6.9  0.27  4.55  4.14 999 1022.5   4.0   8.7  -3.0 99.0
1999 11 09 14 170  6.1  7.8  0.23  4.76  3.99 999 1021.4   4.7   8.8  -1.9 99.0
1999 11 09 15 240  5.4  6.7  0.36  2.56  3.05 999 1020.7   4.4   8.2  -0.5 99.0
1999 11 09 16 196  7.8  9.4  0.43  2.94  3.07 999 1019.2   5.5   7.9   0.9 99.0
1999 11 09 17 194  9.0 10.8  0.72  3.33  3.34 999 1017.2   5.7   8.1  -1.1 99.0
1999 11 09 18 191  9.3 10.8  0.97  4.00  3.66 999 1015.8   6.7   8.2  -1.8 99.0
1999 11 09 19 195 11.9 14.1  1.30  4.35  4.00 999 1013.1   7.5   8.2   0.6 99.0
1999 11 09 20 196 10.7 13.9  1.48  5.00  4.38 999 1012.3   7.9   7.9   2.1 99.0
1999 11 09 21 190  9.0 11.1  1.57  5.56  4.64 999 1010.9   8.7   7.9   3.3 99.0
1999 11 09 22 193  6.5  7.8  1.33  5.56  4.56 999 1010.3   9.7   8.0   5.2 99.0
1999 11 09 23 188  5.4  6.3  1.17  5.88  4.49 999 1009.6   9.8   7.9   6.4 99.0
1999 11 10 00 192  6.8  7.8  1.14  5.56  4.57 999 1008.1  10.2   8.2   6.7 99.0
1999 11 10 01 192  7.7  8.8  1.09  6.25  4.47 999 1007.1  10.2   8.2   6.9 99.0
1999 11 10 02 200  8.9 10.3  1.24  6.25  4.45 999 1005.6  10.5   8.2   6.9 99.0
1999 11 10 03 220  7.3  8.7  1.37  6.25  4.62 999 1005.5  10.5   8.6   7.4 99.0
1999 11 10 04 222  6.5  7.8  1.27  6.25  4.63 999 1004.9   9.7   8.7   7.4 99.0
1999 11 10 05 215  6.4  7.2  1.18  6.25  4.64 999 1004.2   9.8   8.7   7.1 99.0
1999 11 10 06 205  9.3 10.8  1.22  6.25  4.64 999 1003.4  10.5   8.7   7.5 99.0
1999 11 10 07 200  8.6  9.8  1.22  6.25  4.54 999 1003.6  10.9   8.7   8.0 99.0
1999 11 10 08 198  8.2  9.6  1.33  6.67  4.81 999 1003.3  10.9   8.9   8.1 99.0
1999 11 10 09 206  8.2  9.6  1.34  6.67  4.88 999 1003.3  10.7   8.9   8.1 99.0
1999 11 10 10 203  7.6  8.5  1.22  5.88  4.65 999 1003.4  10.8   9.0   8.1 99.0
1999 11 10 11 210  6.7  7.9  1.21  5.88  4.70 999 1003.9  10.6   9.0   7.8 99.0
1999 11 10 12 246  4.5  5.3  1.12  5.88  4.74 999 1004.2  10.2   8.7   7.9 99.0
1999 11 10 13 240  4.7  5.3  1.03  5.88  4.50 999 1004.5   9.8   8.9   7.4 99.0
1999 11 10 14 228  5.1  5.8  0.96  5.56  4.62 999 1004.2  10.1   9.0   7.8 99.0
1999 11 10 15 226  5.6  6.8  0.96  5.26  4.61 999 1004.1  10.5   9.0   7.8 99.0
1999 11 10 16 234  4.8  5.5  0.88  5.56  4.45 999 1003.5  10.9   9.1   8.1 99.0
1999 11 10 17 215  5.1  5.9  0.87  6.25  4.61 999 1002.7  11.0   9.0   8.4 99.0
1999 11 10 18 222  4.6  5.1  0.87  7.14  4.78 999 1002.6  11.0   8.9   8.4 99.0
1999 11 10 19 210  3.9  4.4  0.82  6.67  4.75 999 1002.1  11.0   9.0   8.4 99.0
1999 11 10 20 213  4.3  4.9  0.75  5.00  4.73 999 1002.4  11.8   9.0   8.6 99.0
1999 11 10 21  20  5.8  7.5  0.73  5.26  4.50 999 1003.0  11.5   9.0   8.0 99.0
1999 11 10 22  24  3.4  4.6  0.64  5.00  4.23 999 1004.3  10.2   9.0   7.9 99.0
1999 11 10 23  56  7.0  8.4  0.64  5.00  4.22 999 1005.0   9.5   8.9   7.6 99.0
1999 11 11 00  56  7.9  9.6  0.66  3.23  3.86 999 1005.5   9.3   8.9   6.7 99.0
1999 11 11 01  34  9.3 11.8  0.80  4.17  3.92 999 1007.0   8.5   9.0   6.4 99.0
1999 11 11 02  21 11.8 13.8  0.97  4.55  3.73 999 1007.9   7.1   9.0   5.1 99.0
1999 11 11 03  23 10.8 13.7  1.12  4.76  4.02 999 1009.5   5.9   9.4   4.2 99.0
1999 11 11 04  17 12.8 15.6  1.51  5.00  4.28 999 1010.6   4.0   9.4   1.8 99.0
1999 11 11 05   8 12.3 14.5  1.52  5.26  4.43 999 1011.6   3.3   9.4   1.0 99.0
